"FullName","DirectoryName","Name","Length","LastWriteTime"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\index.html","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1","index.html","652","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\package-lock.json","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1","package-lock.json","165206","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\package.json","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1","package.json","1044","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\public\vite.svg","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\public","vite.svg","1497","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\README.md","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1","README.md","2628","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\App.css","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src","App.css","59","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\App.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src","App.tsx","746","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\assets\react.svg","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\assets","react.svg","4126","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\components\layout\Layout.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\components\layout","Layout.tsx","310","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\components\layout\Sidebar.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\components\layout","Sidebar.tsx","2178","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\components\layout\TopBar.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\components\layout","TopBar.tsx","1463","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\components\ui\Badge.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\components\ui","Badge.tsx","578","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\components\ui\Card.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\components\ui","Card.tsx","680","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\components\ui\KpiCard.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\components\ui","KpiCard.tsx","1123","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\components\ui\RiskBadge.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\components\ui","RiskBadge.tsx","507","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\components\ui\ScoreBar.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\components\ui","ScoreBar.tsx","685","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\data\alerts.ts","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\data","alerts.ts","1393","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\data\students.ts","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\data","students.ts","7878","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\index.css","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src","index.css","1913","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\lib\riskUtils.ts","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\lib","riskUtils.ts","1076","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\lib\utils.ts","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\lib","utils.ts","172","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\main.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src","main.tsx","240","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\pages\Dashboard.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\pages","Dashboard.tsx","9790","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\pages\Pipeline.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\pages","Pipeline.tsx","9206","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\pages\StudentProfile.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\src\pages","StudentProfile.tsx","13229","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\tailwind.config.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1","tailwind.config.js","960","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\task files\[IPTomar] - Processo To Be v1.0.docx (2).pdf","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\task files","[IPTomar] - Processo To Be v1.0.docx (2).pdf","519913","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\task files\email.txt","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\task files","email.txt","1584","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\task files\extracted.txt","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\task files","extracted.txt","18721","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\task files\IPTOMAR - Risco Abandono Escolar.drawio (1).pdf","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\task files","IPTOMAR - Risco Abandono Escolar.drawio (1).pdf","62990","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\task files\iptomar_pontos_discussao (2).pdf","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\task files","iptomar_pontos_discussao (2).pdf","161919","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\task files\RiskRadar - Definição de Produto - IPTomar (3).pdf","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\task files","RiskRadar - Definição de Produto - IPTomar (3).pdf","208920","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\task files\RiskRadar OnePager  (1).pdf","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\task files","RiskRadar OnePager  (1).pdf","52428","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\tsconfig.app.json","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1","tsconfig.app.json","760","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\tsconfig.json","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1","tsconfig.json","126","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\tsconfig.node.json","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1","tsconfig.node.json","679","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1\vite.config.ts","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\admiring-saha\Tarefa 1","vite.config.ts","199","2/22/2026 2:19:53 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\.claude\settings.local.json","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\.claude","settings.local.json","595","2/19/2026 4:29:19 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\.git","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen",".git","92","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\.claude\settings.local.json","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\.claude","settings.local.json","614","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\.gitignore","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1",".gitignore","277","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\docs\plans\2026-02-19-riskradar-demo-design.md","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\docs\plans","2026-02-19-riskradar-demo-design.md","4372","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\docs\plans\2026-02-19-riskradar-implementation.md","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\docs\plans","2026-02-19-riskradar-implementation.md","53659","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\eslint.config.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1","eslint.config.js","639","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\extract_pdfs.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1","extract_pdfs.js","1072","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\extract_pdfs.py","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1","extract_pdfs.py","1233","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\index.html","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1","index.html","650","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\package-lock.json","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1","package-lock.json","191597","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\package.json","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1","package.json","1249","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\public\logo.png","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\public","logo.png","48085","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\public\vite.svg","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\public","vite.svg","1497","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\README.md","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1","README.md","2628","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\App.css","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src","App.css","59","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\App.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src","App.tsx","1154","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\assets\react.svg","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\assets","react.svg","4126","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\components\layout\Layout.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\components\layout","Layout.tsx","1265","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\components\layout\Sidebar.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\components\layout","Sidebar.tsx","9733","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\components\layout\TopBar.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\components\layout","TopBar.tsx","2034","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\components\layout\WebGLBackground.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\components\layout","WebGLBackground.tsx","3637","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\components\ui\Badge.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\components\ui","Badge.tsx","578","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\components\ui\Card.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\components\ui","Card.tsx","1802","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\components\ui\CommandBar.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\components\ui","CommandBar.tsx","9353","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\components\ui\KpiCard.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\components\ui","KpiCard.tsx","2258","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\components\ui\Pipeline3D.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\components\ui","Pipeline3D.tsx","10334","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\components\ui\RiskBadge.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\components\ui","RiskBadge.tsx","631","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\components\ui\ScoreBar.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\components\ui","ScoreBar.tsx","809","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\contexts\AppContext.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\contexts","AppContext.tsx","1695","4/2/2026 11:53:16 AM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\contexts\MobileMenuContext.tsx","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\.claude\worktrees\adoring-allen\Tarefa 1\src\contexts","MobileMenuContext.tsx","690","4/2/2026 11:53:16 AM"
